class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,hcRphtnKntnY,817260516446891347332,identifier,https://lyra.unil.ch/poems/15018,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,hcRphtnKntnY,817260516446891347332,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/24PiFs2FWWtK,Progetto Lyra,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,hcRphtnKntnY,817260516446891347332,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,hcRphtnKntnY,817260516446891347332,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/c6NfMc4aLaby,Giambattista Marino,,,,,,,,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,hcRphtnKntnY,817260516446891347332,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CGXVU36q9thw,Gaspare Murtola,,,,,,,,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,hcRphtnKntnY,817260516446891347332,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5TNJQME3SeXz,240.0,"Rime di Gio. Battista Marino, amorose, marittime, boscherecce, heroiche, lugubri, morali, sacre, & varie",,,,,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,hcRphtnKntnY,817260516446891347332,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,hcRphtnKntnY,817260516446891347332,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,hcRphtnKntnY,817260516446891347332,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,hcRphtnKntnY,817260516446891347332,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NHWsxQsSYgcv,epistolary literature,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,hcRphtnKntnY,817260516446891347332,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,hcRphtnKntnY,817260516446891347332,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,hcRphtnKntnY,817260516446891347332,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/c6NfMc4aLaby,Giambattista Marino,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,hcRphtnKntnY,817260516446891347332,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5irjzhzsfNsC,dolphin,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,hcRphtnKntnY,817260516446891347332,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5PPMvehXX5tk,ocean,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,hcRphtnKntnY,817260516446891347332,text,,,,,,,,,,,,,,,,,,,,,,"Un bel ricco Ocean di chiari pianti
Se' tu MARIN, dove delfino il core
Fatto sostien su'l nobil dorso Amore,
Che più dolce Arione avien, che canti.

Non conche, o perle a te pure stillanti
Mancan, non di fin'or vago splendore,
Non Alba, ch'apra del tuo grembo fore
Rugiadosi i suoi raggi, e sfavillanti.

Ch'a te conche amorose offron due belle
Labra vermiglie; e son lor perle i denti
De la donna gentil, ch'n te s'aviva.

L'oro il suo crin; la face accesa e viva,
Ch'ha ne'begli occhi, e le faville ardenti
Son dl tuo Mare il Sol, l'Alba, e le stelle.",,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,hcRphtnKntnY,817260516446891347332,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian
