class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,text_value,language_value,language_label
PoeticWork,Da chi debbo sperar mai tregua o pace,,,Da chi debbo sperar mai tregua o pace,Da chi debbo sperar mai tregua o pace.md,8fCD3qM9jrnF,137275376540788162324,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Da chi debbo sperar mai tregua o pace,,,Da chi debbo sperar mai tregua o pace,Da chi debbo sperar mai tregua o pace.md,8fCD3qM9jrnF,137275376540788162324,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Da chi debbo sperar mai tregua o pace,,,Da chi debbo sperar mai tregua o pace,Da chi debbo sperar mai tregua o pace.md,8fCD3qM9jrnF,137275376540788162324,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Da chi debbo sperar mai tregua o pace,,,Da chi debbo sperar mai tregua o pace,Da chi debbo sperar mai tregua o pace.md,8fCD3qM9jrnF,137275376540788162324,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jZuvVuSH7U3b,Veronica Gambara,,,,,,,,,,,,,,,,
PoeticWork,Da chi debbo sperar mai tregua o pace,,,Da chi debbo sperar mai tregua o pace,Da chi debbo sperar mai tregua o pace.md,8fCD3qM9jrnF,137275376540788162324,part_of,,,,,,,,"Poems of Love, 14",54.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PVJ92w9D4VE7,(Gambara 2014),,,,,,,,,,,,
PoeticWork,Da chi debbo sperar mai tregua o pace,,,Da chi debbo sperar mai tregua o pace,Da chi debbo sperar mai tregua o pace.md,8fCD3qM9jrnF,137275376540788162324,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Da chi debbo sperar mai tregua o pace,,,Da chi debbo sperar mai tregua o pace,Da chi debbo sperar mai tregua o pace.md,8fCD3qM9jrnF,137275376540788162324,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Da chi debbo sperar mai tregua o pace,,,Da chi debbo sperar mai tregua o pace,Da chi debbo sperar mai tregua o pace.md,8fCD3qM9jrnF,137275376540788162324,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gcrqwjgvBQyM,despair,,,,,,,,
PoeticWork,Da chi debbo sperar mai tregua o pace,,,Da chi debbo sperar mai tregua o pace,Da chi debbo sperar mai tregua o pace.md,8fCD3qM9jrnF,137275376540788162324,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kQJTTbE9Kyg4,rhetorical question,,,,,,,,
PoeticWork,Da chi debbo sperar mai tregua o pace,,,Da chi debbo sperar mai tregua o pace,Da chi debbo sperar mai tregua o pace.md,8fCD3qM9jrnF,137275376540788162324,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,,,
PoeticWork,Da chi debbo sperar mai tregua o pace,,,Da chi debbo sperar mai tregua o pace,Da chi debbo sperar mai tregua o pace.md,8fCD3qM9jrnF,137275376540788162324,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,
PoeticWork,Da chi debbo sperar mai tregua o pace,,,Da chi debbo sperar mai tregua o pace,Da chi debbo sperar mai tregua o pace.md,8fCD3qM9jrnF,137275376540788162324,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable,,,,
PoeticWork,Da chi debbo sperar mai tregua o pace,,,Da chi debbo sperar mai tregua o pace,Da chi debbo sperar mai tregua o pace.md,8fCD3qM9jrnF,137275376540788162324,depicts,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Da chi debbo sperar mai tregua o pace,,,Da chi debbo sperar mai tregua o pace,Da chi debbo sperar mai tregua o pace.md,8fCD3qM9jrnF,137275376540788162324,text,,,,,,,,,,,,,,,,,,,,,"Da chi debbo sperar mai tregua o pace
Se quel ch'agli altri giova
A me sol nuoce, mi consuma e sface?

Il tempo si suol dir che l'aspre pene
E li cocenti ardori
Se non in tutto allegerisse alquanto,

Ma ahi, lassa! in me tutt'il contrario aviene,
Ch'al rinovar dei fiori
Rinova i vecchi amori,
E in compagnia di lor la doglia e 'l pianto.

Qual sia dunque il mio stato acerbo e quanto
Sia il mio constante amore,
Quanta sia la mia fede,
Più nol dirò poiché sì chiar si vede.",,
PoeticWork,Da chi debbo sperar mai tregua o pace,,,Da chi debbo sperar mai tregua o pace,Da chi debbo sperar mai tregua o pace.md,8fCD3qM9jrnF,137275376540788162324,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian
