class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,part_of_section,part_of_volume,part_of_pages,part_of_value,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,eArYknbGTz8u,746096959484514594825,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,eArYknbGTz8u,746096959484514594825,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,eArYknbGTz8u,746096959484514594825,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,eArYknbGTz8u,746096959484514594825,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",[[Francesco Maria Santinelli]],,,,,,,,,,,,,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,eArYknbGTz8u,746096959484514594825,part_of,,,,,,,Descrittione del Tempo,Rime morali,62.0,[[(Santinelli 1985)]],,,,,,,,,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,eArYknbGTz8u,746096959484514594825,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,eArYknbGTz8u,746096959484514594825,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,eArYknbGTz8u,746096959484514594825,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/akHAqpCfXjea,philosophy,,,,,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,eArYknbGTz8u,746096959484514594825,subject,,,,,,,,,,,,,[[Allegory of Prudence]],,,,,,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,eArYknbGTz8u,746096959484514594825,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,eArYknbGTz8u,746096959484514594825,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,eArYknbGTz8u,746096959484514594825,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dm4e63JgvD3X,time,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,eArYknbGTz8u,746096959484514594825,language,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,eArYknbGTz8u,746096959484514594825,text,,,,,,,,,,,,,,,,,,,,,,,"Di tre corpi è composto il Tempo alato
L'uno in mezzo agli due detto è Presente,
Brevissimo di Mole, e ogni hor cadente,
Agilissimo al volo, e ogni hor legato.

L'altro, che resta indietro, egli è 'l Passato,
Quasi ridotto a imaginabil Ente,
Sembra un Fragmento informe, anzi un niente,
In cui torna a giacer tutto il Creato.

L'ultimo Corpo suo poscia è 'l Futuro,
Che di tenebre ignote il volto ingombra,
Né si ravvisa mai, stando all'oscuro.

Tale il Tempo fugace a l'Huom s'adombra,
In questo Gerion, ch'esser figuro
Su tre momenti, un Lampo, un Sogno, un'Ombra."
