class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,elegy,elegy.md,elegy,hxGbZLpsZTDB,824442554604260687784,instance_of,,,
Concept,elegy,elegy.md,elegy,hxGbZLpsZTDB,824442554604260687784,subclass_of,,,
Concept,elegy,elegy.md,elegy,hxGbZLpsZTDB,824442554604260687784,identifier,,,http://www.wikidata.org/entity/Q174864
