class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value
Agent,Louis XIII of France,,,Louis XIII of France,Louis XIII of France.md,dRxARf6J8xhS,730927179493042020315,identifier,http://www.wikidata.org/entity/Q737533,,,,,,,,,,,,,
Agent,Louis XIII of France,,,Louis XIII of France,Louis XIII of France.md,dRxARf6J8xhS,730927179493042020315,described_by_source,,,,,,,,,,,,,,
Agent,Louis XIII of France,,,Louis XIII of France,Louis XIII of France.md,dRxARf6J8xhS,730927179493042020315,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,
Agent,Louis XIII of France,,,Louis XIII of France,Louis XIII of France.md,dRxARf6J8xhS,730927179493042020315,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,
Agent,Louis XIII of France,,,Louis XIII of France,Louis XIII of France.md,dRxARf6J8xhS,730927179493042020315,work_location,,,,,,,,,,,,,,
Agent,Louis XIII of France,,,Louis XIII of France,Louis XIII of France.md,dRxARf6J8xhS,730927179493042020315,member_of,,,,,,,,,,,,,,
Agent,Louis XIII of France,,,Louis XIII of France,Louis XIII of France.md,dRxARf6J8xhS,730927179493042020315,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Gup4VoeXGR57,politician,,,,
Agent,Louis XIII of France,,,Louis XIII of France,Louis XIII of France.md,dRxARf6J8xhS,730927179493042020315,related_to,,,,,,,,,,,,,,
Agent,Louis XIII of France,,,Louis XIII of France,Louis XIII of France.md,dRxARf6J8xhS,730927179493042020315,notable_work,,,,,,,,,,,,,,
Agent,Louis XIII of France,,,Louis XIII of France,Louis XIII of France.md,dRxARf6J8xhS,730927179493042020315,interested_in,,,,,,,,,,,,,,
Agent,Louis XIII of France,,,Louis XIII of France,Louis XIII of France.md,dRxARf6J8xhS,730927179493042020315,catalog_identifier,,,,,,,,,,,,,,
