class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,Reformed Christianity,Reformed Christianity.md,Reformed Christianity,cicNbtAPsT2J,716320174142840194474,instance_of,,,
Concept,Reformed Christianity,Reformed Christianity.md,Reformed Christianity,cicNbtAPsT2J,716320174142840194474,subclass_of,,,
Concept,Reformed Christianity,Reformed Christianity.md,Reformed Christianity,cicNbtAPsT2J,716320174142840194474,identifier,,,http://www.wikidata.org/entity/Q101849
