class,label,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,founder,founder,founder.md,QJd3XfmEAuxc,460004801534844371854,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Et64EF5pK79G,occupation,,
Concept,founder,founder,founder.md,QJd3XfmEAuxc,460004801534844371854,subclass_of,,,,
Concept,founder,founder,founder.md,QJd3XfmEAuxc,460004801534844371854,identifier,,,,http://www.wikidata.org/entity/Q4479442
