class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value,language_value,subject_value,poetic_type_value,depicts_value,metre_value
MusicComposition,A te candidi pomi a te pendenti (Moscaglia),The original dedication to GIBERTO has been changed to Mario.,,A te candidi pomi a te pendenti (Moscaglia),A te candidi pomi a te pendenti (Moscaglia).md,UwWejRn8m3Qh,555903097136896114842,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F290350002010101_000000166800,,,,,,,,,,,,,,,,,,,
MusicComposition,A te candidi pomi a te pendenti (Moscaglia),The original dedication to GIBERTO has been changed to Mario.,,A te candidi pomi a te pendenti (Moscaglia),A te candidi pomi a te pendenti (Moscaglia).md,UwWejRn8m3Qh,555903097136896114842,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,
MusicComposition,A te candidi pomi a te pendenti (Moscaglia),The original dedication to GIBERTO has been changed to Mario.,,A te candidi pomi a te pendenti (Moscaglia),A te candidi pomi a te pendenti (Moscaglia).md,UwWejRn8m3Qh,555903097136896114842,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,,
MusicComposition,A te candidi pomi a te pendenti (Moscaglia),The original dedication to GIBERTO has been changed to Mario.,,A te candidi pomi a te pendenti (Moscaglia),A te candidi pomi a te pendenti (Moscaglia).md,UwWejRn8m3Qh,555903097136896114842,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/V5TVPGB5izXm,Giulio Camillo,,,,,,,,,,,,
MusicComposition,A te candidi pomi a te pendenti (Moscaglia),The original dedication to GIBERTO has been changed to Mario.,,A te candidi pomi a te pendenti (Moscaglia),A te candidi pomi a te pendenti (Moscaglia).md,UwWejRn8m3Qh,555903097136896114842,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mHdGfPaFXe5p,Giovanni Battista Moscaglia,,,,,,,,,,,,
MusicComposition,A te candidi pomi a te pendenti (Moscaglia),The original dedication to GIBERTO has been changed to Mario.,,A te candidi pomi a te pendenti (Moscaglia),A te candidi pomi a te pendenti (Moscaglia).md,UwWejRn8m3Qh,555903097136896114842,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GtDRzsAS84Wg,"Il Primo Libro de Madrigali a quattro, a cinque et a sei voci di Gio. Battista Moscaglia intitolati gl'Amorosi Gigli",,,,,,,,,,
MusicComposition,A te candidi pomi a te pendenti (Moscaglia),The original dedication to GIBERTO has been changed to Mario.,,A te candidi pomi a te pendenti (Moscaglia),A te candidi pomi a te pendenti (Moscaglia).md,UwWejRn8m3Qh,555903097136896114842,instrumentation,,,,,,,,,,,,,,,,,,,,
MusicComposition,A te candidi pomi a te pendenti (Moscaglia),The original dedication to GIBERTO has been changed to Mario.,,A te candidi pomi a te pendenti (Moscaglia),A te candidi pomi a te pendenti (Moscaglia).md,UwWejRn8m3Qh,555903097136896114842,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/88NYz2zUZw4G,"Tu, che secondo l'alta Roma honora",,,,,,,
MusicComposition,A te candidi pomi a te pendenti (Moscaglia),The original dedication to GIBERTO has been changed to Mario.,,A te candidi pomi a te pendenti (Moscaglia),A te candidi pomi a te pendenti (Moscaglia).md,UwWejRn8m3Qh,555903097136896114842,derivative_work,,,,,,,,,,,,,,,,,,,,
MusicComposition,A te candidi pomi a te pendenti (Moscaglia),The original dedication to GIBERTO has been changed to Mario.,,A te candidi pomi a te pendenti (Moscaglia),A te candidi pomi a te pendenti (Moscaglia).md,UwWejRn8m3Qh,555903097136896114842,text,,,,,,,,,,,,,,,"A te i candidi pomi a te pendenti
Metton dolce rossore e'l ciel sereno
Più assai si mostra e i prati assai più molli

Così cantò da un sasso in dolci accenti
Di furor pieno il gran pastor Sileno
E di Mario cantar Massimi colli.",,,,,
MusicComposition,A te candidi pomi a te pendenti (Moscaglia),The original dedication to GIBERTO has been changed to Mario.,,A te candidi pomi a te pendenti (Moscaglia),A te candidi pomi a te pendenti (Moscaglia).md,UwWejRn8m3Qh,555903097136896114842,language,,,,,,,,,,,,,,,,,,,,
MusicComposition,A te candidi pomi a te pendenti (Moscaglia),The original dedication to GIBERTO has been changed to Mario.,,A te candidi pomi a te pendenti (Moscaglia),A te candidi pomi a te pendenti (Moscaglia).md,UwWejRn8m3Qh,555903097136896114842,subject,,,,,,,,,,,,,,,,,,,,
MusicComposition,A te candidi pomi a te pendenti (Moscaglia),The original dedication to GIBERTO has been changed to Mario.,,A te candidi pomi a te pendenti (Moscaglia),A te candidi pomi a te pendenti (Moscaglia).md,UwWejRn8m3Qh,555903097136896114842,poetic_type,,,,,,,,,,,,,,,,,,,,
MusicComposition,A te candidi pomi a te pendenti (Moscaglia),The original dedication to GIBERTO has been changed to Mario.,,A te candidi pomi a te pendenti (Moscaglia),A te candidi pomi a te pendenti (Moscaglia).md,UwWejRn8m3Qh,555903097136896114842,depicts,,,,,,,,,,,,,,,,,,,,
