class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,colleague,,,colleague,colleague.md,VhyHLKrTwA7t,571639634684226635096,identifier,http://www.wikidata.org/entity/Q12840987,
Concept,colleague,,,colleague,colleague.md,VhyHLKrTwA7t,571639634684226635096,described_by_source,,
