class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_value
Agent,Isabella della Rovere,,,Isabella della Rovere,Isabella della Rovere.md,o2CvpeugVPUS,928684895313698999040,identifier,http://www.wikidata.org/entity/Q3802265,,,,,,,,,,,,,,
Agent,Isabella della Rovere,,,Isabella della Rovere,Isabella della Rovere.md,o2CvpeugVPUS,928684895313698999040,described_by_source,,,,,,,,,,,,,,,
Agent,Isabella della Rovere,,,Isabella della Rovere,Isabella della Rovere.md,o2CvpeugVPUS,928684895313698999040,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,
Agent,Isabella della Rovere,,,Isabella della Rovere,Isabella della Rovere.md,o2CvpeugVPUS,928684895313698999040,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,,
Agent,Isabella della Rovere,,,Isabella della Rovere,Isabella della Rovere.md,o2CvpeugVPUS,928684895313698999040,work_location,,,,,,,,,,,,,,,
Agent,Isabella della Rovere,,,Isabella della Rovere,Isabella della Rovere.md,o2CvpeugVPUS,928684895313698999040,member_of,,,,,,,,,,,,,,,
Agent,Isabella della Rovere,,,Isabella della Rovere,Isabella della Rovere.md,o2CvpeugVPUS,928684895313698999040,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/84quSACff9vM,patron of the arts,,,,,
Agent,Isabella della Rovere,,,Isabella della Rovere,Isabella della Rovere.md,o2CvpeugVPUS,928684895313698999040,related_to,,,,,,,,,,,,,,,
Agent,Isabella della Rovere,,,Isabella della Rovere,Isabella della Rovere.md,o2CvpeugVPUS,928684895313698999040,notable_work,,,,,,,,,,,,,,,
Agent,Isabella della Rovere,,,Isabella della Rovere,Isabella della Rovere.md,o2CvpeugVPUS,928684895313698999040,interested_in,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/e4z5crPAxqJa,religion,
Agent,Isabella della Rovere,,,Isabella della Rovere,Isabella della Rovere.md,o2CvpeugVPUS,928684895313698999040,catalog_identifier,,,,,,,,,,,,,,,
