class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value,identifier_value
Agent,Giovanni Battista Dalla Gostena,Giovanni Battista Dalla Gostena.md,Giovanni Battista Dalla Gostena,foztQhGD2tdt,780181093639347119849,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Giovanni Battista Dalla Gostena,Giovanni Battista Dalla Gostena.md,Giovanni Battista Dalla Gostena,foztQhGD2tdt,780181093639347119849,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Giovanni Battista Dalla Gostena,Giovanni Battista Dalla Gostena.md,Giovanni Battista Dalla Gostena,foztQhGD2tdt,780181093639347119849,work_location,,,,,,,,,,,,,,
Agent,Giovanni Battista Dalla Gostena,Giovanni Battista Dalla Gostena.md,Giovanni Battista Dalla Gostena,foztQhGD2tdt,780181093639347119849,member_of,,,,,,,,,,,,,,
Agent,Giovanni Battista Dalla Gostena,Giovanni Battista Dalla Gostena.md,Giovanni Battista Dalla Gostena,foztQhGD2tdt,780181093639347119849,occupation,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8uNecr89dfWA,lutenist,,,,,,
Agent,Giovanni Battista Dalla Gostena,Giovanni Battista Dalla Gostena.md,Giovanni Battista Dalla Gostena,foztQhGD2tdt,780181093639347119849,occupation,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ,composer,,,,,,
Agent,Giovanni Battista Dalla Gostena,Giovanni Battista Dalla Gostena.md,Giovanni Battista Dalla Gostena,foztQhGD2tdt,780181093639347119849,related_to,,,,,,,,,,,,,,
Agent,Giovanni Battista Dalla Gostena,Giovanni Battista Dalla Gostena.md,Giovanni Battista Dalla Gostena,foztQhGD2tdt,780181093639347119849,notable_work,,,,,,,,,,,,,,
Agent,Giovanni Battista Dalla Gostena,Giovanni Battista Dalla Gostena.md,Giovanni Battista Dalla Gostena,foztQhGD2tdt,780181093639347119849,interested_in,,,,,,,,,,,,,,
Agent,Giovanni Battista Dalla Gostena,Giovanni Battista Dalla Gostena.md,Giovanni Battista Dalla Gostena,foztQhGD2tdt,780181093639347119849,catalog_identifier,,,,,,,,,,,,,,
Agent,Giovanni Battista Dalla Gostena,Giovanni Battista Dalla Gostena.md,Giovanni Battista Dalla Gostena,foztQhGD2tdt,780181093639347119849,present_in_work,,,,,,,,,,,,,,
Agent,Giovanni Battista Dalla Gostena,Giovanni Battista Dalla Gostena.md,Giovanni Battista Dalla Gostena,foztQhGD2tdt,780181093639347119849,identifier,,,,,,,,,,,,,,http://www.wikidata.org/entity/Q1525859
