class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Come potrò narrarvi il dolor mio,,"[""Come potrò narrarv'il dolor mio""]",Come potrò narrarvi il dolor mio,Come potrò narrarvi il dolor mio.md,YCBuHEouo5mz,622760205913106726282,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F072370000101_000000181100C,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come potrò narrarvi il dolor mio,,"[""Come potrò narrarv'il dolor mio""]",Come potrò narrarvi il dolor mio,Come potrò narrarvi il dolor mio.md,YCBuHEouo5mz,622760205913106726282,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come potrò narrarvi il dolor mio,,"[""Come potrò narrarv'il dolor mio""]",Come potrò narrarvi il dolor mio,Come potrò narrarvi il dolor mio.md,YCBuHEouo5mz,622760205913106726282,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,
PoeticWork,Come potrò narrarvi il dolor mio,,"[""Come potrò narrarv'il dolor mio""]",Come potrò narrarvi il dolor mio,Come potrò narrarvi il dolor mio.md,YCBuHEouo5mz,622760205913106726282,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6i2dMd6jYqCG,Girolamo Parabosco,,,,,,,,,,,,,,,
PoeticWork,Come potrò narrarvi il dolor mio,,"[""Come potrò narrarv'il dolor mio""]",Come potrò narrarvi il dolor mio,Come potrò narrarvi il dolor mio.md,YCBuHEouo5mz,622760205913106726282,part_of,,,,,,,,,42.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BdQ35zSx7Uvq,Rime di m. Girolamo Parabosco,,,,,,,,,,,,
PoeticWork,Come potrò narrarvi il dolor mio,,"[""Come potrò narrarv'il dolor mio""]",Come potrò narrarvi il dolor mio,Come potrò narrarvi il dolor mio.md,YCBuHEouo5mz,622760205913106726282,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come potrò narrarvi il dolor mio,,"[""Come potrò narrarv'il dolor mio""]",Come potrò narrarvi il dolor mio,Come potrò narrarvi il dolor mio.md,YCBuHEouo5mz,622760205913106726282,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come potrò narrarvi il dolor mio,,"[""Come potrò narrarv'il dolor mio""]",Come potrò narrarvi il dolor mio,Come potrò narrarvi il dolor mio.md,YCBuHEouo5mz,622760205913106726282,subject,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come potrò narrarvi il dolor mio,,"[""Come potrò narrarv'il dolor mio""]",Come potrò narrarvi il dolor mio,Come potrò narrarvi il dolor mio.md,YCBuHEouo5mz,622760205913106726282,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,,,,
PoeticWork,Come potrò narrarvi il dolor mio,,"[""Come potrò narrarv'il dolor mio""]",Come potrò narrarvi il dolor mio,Come potrò narrarvi il dolor mio.md,YCBuHEouo5mz,622760205913106726282,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Come potrò narrarvi il dolor mio,,"[""Come potrò narrarv'il dolor mio""]",Come potrò narrarvi il dolor mio,Come potrò narrarvi il dolor mio.md,YCBuHEouo5mz,622760205913106726282,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable,,,,,
PoeticWork,Come potrò narrarvi il dolor mio,,"[""Come potrò narrarv'il dolor mio""]",Come potrò narrarvi il dolor mio,Come potrò narrarvi il dolor mio.md,YCBuHEouo5mz,622760205913106726282,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gHVGjgKjtq6V,woman,,,
PoeticWork,Come potrò narrarvi il dolor mio,,"[""Come potrò narrarv'il dolor mio""]",Come potrò narrarvi il dolor mio,Come potrò narrarvi il dolor mio.md,YCBuHEouo5mz,622760205913106726282,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ACTN7uuqiNiD,torment,,,
PoeticWork,Come potrò narrarvi il dolor mio,,"[""Come potrò narrarv'il dolor mio""]",Come potrò narrarvi il dolor mio,Come potrò narrarvi il dolor mio.md,YCBuHEouo5mz,622760205913106726282,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GJNhc2VqDoFL,martyrdom,,,
PoeticWork,Come potrò narrarvi il dolor mio,,"[""Come potrò narrarv'il dolor mio""]",Come potrò narrarvi il dolor mio,Come potrò narrarvi il dolor mio.md,YCBuHEouo5mz,622760205913106726282,language,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Come potrò narrarvi il dolor mio,,"[""Come potrò narrarv'il dolor mio""]",Come potrò narrarvi il dolor mio,Come potrò narrarvi il dolor mio.md,YCBuHEouo5mz,622760205913106726282,text,,,,,,,,,,,,,,,,,,,,,,,"Come potrò narrarvi il dolor mio
Donna, se innanzi al vostro almo conspetto
Provo sì gran diletto,
Ch'ogni cosa di me pongo in oblio?

Ma voi, che nel mio petto,
Eterno albergo bavete
E'l mio martir vedete,
Perché non provedete,
O ch'io non provi quel martir assente;
O che mai sempre a voi resti presente?"
