class,label,base_name,filename,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,epistolary literature,epistolary literature,epistolary literature.md,NHWsxQsSYgcv,418331905144887042199,instance_of,,,
Concept,epistolary literature,epistolary literature,epistolary literature.md,NHWsxQsSYgcv,418331905144887042199,subclass_of,,,
Concept,epistolary literature,epistolary literature,epistolary literature.md,NHWsxQsSYgcv,418331905144887042199,identifier,,,http://www.wikidata.org/entity/Q3491641
