class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,artist collective,,['artist society'],artist collective,artist collective.md,crNGuxQmQc6y,719126887086168892249,identifier,http://www.wikidata.org/entity/Q1400264,
Concept,artist collective,,['artist society'],artist collective,artist collective.md,crNGuxQmQc6y,719126887086168892249,described_by_source,,
