class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,food,,['cibo'],food,food.md,fsCYQZrJp6ZC,781334830878231879310,identifier,http://www.wikidata.org/entity/Q2095,
Concept,food,,['cibo'],food,food.md,fsCYQZrJp6ZC,781334830878231879310,described_by_source,,
