class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Luigi Gonzaga,,"['Aluise Gonzaga', 'Ludovico di Gonzaga']",Luigi Gonzaga,Luigi Gonzaga.md,PhRS4QbDydfh,447621960289761186333,identifier,http://www.wikidata.org/entity/Q83643887,,,,,,,,,,,,,,,
Agent,Luigi Gonzaga,,"['Aluise Gonzaga', 'Ludovico di Gonzaga']",Luigi Gonzaga,Luigi Gonzaga.md,PhRS4QbDydfh,447621960289761186333,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/97PuKNkGqtm2,(Bolzoni and Girotto 2013),,,,,,,,,,,,,
Agent,Luigi Gonzaga,,"['Aluise Gonzaga', 'Ludovico di Gonzaga']",Luigi Gonzaga,Luigi Gonzaga.md,PhRS4QbDydfh,447621960289761186333,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,
Agent,Luigi Gonzaga,,"['Aluise Gonzaga', 'Ludovico di Gonzaga']",Luigi Gonzaga,Luigi Gonzaga.md,PhRS4QbDydfh,447621960289761186333,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,
Agent,Luigi Gonzaga,,"['Aluise Gonzaga', 'Ludovico di Gonzaga']",Luigi Gonzaga,Luigi Gonzaga.md,PhRS4QbDydfh,447621960289761186333,work_location,,,,,,,,,,,,,,,,
Agent,Luigi Gonzaga,,"['Aluise Gonzaga', 'Ludovico di Gonzaga']",Luigi Gonzaga,Luigi Gonzaga.md,PhRS4QbDydfh,447621960289761186333,member_of,,,,,,,,,,,,,,,,
Agent,Luigi Gonzaga,,"['Aluise Gonzaga', 'Ludovico di Gonzaga']",Luigi Gonzaga,Luigi Gonzaga.md,PhRS4QbDydfh,447621960289761186333,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7pUzikYB2CFB,commentator,,,,,
Agent,Luigi Gonzaga,,"['Aluise Gonzaga', 'Ludovico di Gonzaga']",Luigi Gonzaga,Luigi Gonzaga.md,PhRS4QbDydfh,447621960289761186333,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga,poet,,,,,
Agent,Luigi Gonzaga,,"['Aluise Gonzaga', 'Ludovico di Gonzaga']",Luigi Gonzaga,Luigi Gonzaga.md,PhRS4QbDydfh,447621960289761186333,related_to,,,,,,,,,,,,,,,,
Agent,Luigi Gonzaga,,"['Aluise Gonzaga', 'Ludovico di Gonzaga']",Luigi Gonzaga,Luigi Gonzaga.md,PhRS4QbDydfh,447621960289761186333,notable_work,,,,,,,,,,,,,,,,
Agent,Luigi Gonzaga,,"['Aluise Gonzaga', 'Ludovico di Gonzaga']",Luigi Gonzaga,Luigi Gonzaga.md,PhRS4QbDydfh,447621960289761186333,interested_in,,,,,,,,,,,,,,,,
Agent,Luigi Gonzaga,,"['Aluise Gonzaga', 'Ludovico di Gonzaga']",Luigi Gonzaga,Luigi Gonzaga.md,PhRS4QbDydfh,447621960289761186333,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Luigi Gonzaga,,"['Aluise Gonzaga', 'Ludovico di Gonzaga']",Luigi Gonzaga,Luigi Gonzaga.md,PhRS4QbDydfh,447621960289761186333,present_in_work,,,,,,,,,,,,,,,,
