class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_volume,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Tal da un impuro Chaos tu sciogli ancora,,,Tal da un impuro Chaos tu sciogli ancora,Tal da un impuro Chaos tu sciogli ancora.md,bfb2FrLeLN2D,694589555049955840451,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tal da un impuro Chaos tu sciogli ancora,,,Tal da un impuro Chaos tu sciogli ancora,Tal da un impuro Chaos tu sciogli ancora.md,bfb2FrLeLN2D,694589555049955840451,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tal da un impuro Chaos tu sciogli ancora,,,Tal da un impuro Chaos tu sciogli ancora,Tal da un impuro Chaos tu sciogli ancora.md,bfb2FrLeLN2D,694589555049955840451,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tal da un impuro Chaos tu sciogli ancora,,,Tal da un impuro Chaos tu sciogli ancora,Tal da un impuro Chaos tu sciogli ancora.md,bfb2FrLeLN2D,694589555049955840451,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BM2Fg8iJ24DH,Emperor Charles V,,,,,,,,,,,,,,,,,,
PoeticWork,Tal da un impuro Chaos tu sciogli ancora,,,Tal da un impuro Chaos tu sciogli ancora,Tal da un impuro Chaos tu sciogli ancora.md,bfb2FrLeLN2D,694589555049955840451,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aS9jDyDiqBTA,Francesco Maria Santinelli,,,,,,,,,,,,,,,,,,
PoeticWork,Tal da un impuro Chaos tu sciogli ancora,,,Tal da un impuro Chaos tu sciogli ancora,Tal da un impuro Chaos tu sciogli ancora.md,bfb2FrLeLN2D,694589555049955840451,part_of,,,,,,,,"Canto VI, 46",Carlo Quinto,96.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JQq3N3zLE9Lo,(Santinelli 1985),,,,,,,,,,,,,
PoeticWork,Tal da un impuro Chaos tu sciogli ancora,,,Tal da un impuro Chaos tu sciogli ancora,Tal da un impuro Chaos tu sciogli ancora.md,bfb2FrLeLN2D,694589555049955840451,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tal da un impuro Chaos tu sciogli ancora,,,Tal da un impuro Chaos tu sciogli ancora,Tal da un impuro Chaos tu sciogli ancora.md,bfb2FrLeLN2D,694589555049955840451,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tal da un impuro Chaos tu sciogli ancora,,,Tal da un impuro Chaos tu sciogli ancora,Tal da un impuro Chaos tu sciogli ancora.md,bfb2FrLeLN2D,694589555049955840451,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WziXzP4KdMYo,alchemy,,,,,,,,,
PoeticWork,Tal da un impuro Chaos tu sciogli ancora,,,Tal da un impuro Chaos tu sciogli ancora,Tal da un impuro Chaos tu sciogli ancora.md,bfb2FrLeLN2D,694589555049955840451,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
