class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,inception_value,dissolved_value,location_value,location_label,official_website_value,catalog_identifier_value,member_value,interested_in_value,notable_work_value,related_to_value,motto_value
Organisation,Accademia degli Spensierati di Firenze,,,Accademia degli Spensierati di Firenze,Accademia degli Spensierati di Firenze.md,58dwD7hRWxzv,64308128280703932829,identifier,,,,,,,,,,,,,,,,
Organisation,Accademia degli Spensierati di Firenze,,,Accademia degli Spensierati di Firenze,Accademia degli Spensierati di Firenze.md,58dwD7hRWxzv,64308128280703932829,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/m8sBpVgB8XmV,(Cox 2020),,,,,,,,,,,,,
Organisation,Accademia degli Spensierati di Firenze,,,Accademia degli Spensierati di Firenze,Accademia degli Spensierati di Firenze.md,58dwD7hRWxzv,64308128280703932829,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/faKgxGgth5dr,academy,,,,,,,,,,,
Organisation,Accademia degli Spensierati di Firenze,,,Accademia degli Spensierati di Firenze,Accademia degli Spensierati di Firenze.md,58dwD7hRWxzv,64308128280703932829,inception,,,,,,,,,,,,,,,,
Organisation,Accademia degli Spensierati di Firenze,,,Accademia degli Spensierati di Firenze,Accademia degli Spensierati di Firenze.md,58dwD7hRWxzv,64308128280703932829,dissolved,,,,,,,,,,,,,,,,
Organisation,Accademia degli Spensierati di Firenze,,,Accademia degli Spensierati di Firenze,Accademia degli Spensierati di Firenze.md,58dwD7hRWxzv,64308128280703932829,location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GvYVBMCkzMzW,Firenze,,,,,,,
Organisation,Accademia degli Spensierati di Firenze,,,Accademia degli Spensierati di Firenze,Accademia degli Spensierati di Firenze.md,58dwD7hRWxzv,64308128280703932829,official_website,,,,,,,,,,,,,,,,
Organisation,Accademia degli Spensierati di Firenze,,,Accademia degli Spensierati di Firenze,Accademia degli Spensierati di Firenze.md,58dwD7hRWxzv,64308128280703932829,catalog_identifier,,,,,,,,,,,,,,,,
Organisation,Accademia degli Spensierati di Firenze,,,Accademia degli Spensierati di Firenze,Accademia degli Spensierati di Firenze.md,58dwD7hRWxzv,64308128280703932829,member,,,,,,,,,,,,,,,,
Organisation,Accademia degli Spensierati di Firenze,,,Accademia degli Spensierati di Firenze,Accademia degli Spensierati di Firenze.md,58dwD7hRWxzv,64308128280703932829,interested_in,,,,,,,,,,,,,,,,
Organisation,Accademia degli Spensierati di Firenze,,,Accademia degli Spensierati di Firenze,Accademia degli Spensierati di Firenze.md,58dwD7hRWxzv,64308128280703932829,notable_work,,,,,,,,,,,,,,,,
Organisation,Accademia degli Spensierati di Firenze,,,Accademia degli Spensierati di Firenze,Accademia degli Spensierati di Firenze.md,58dwD7hRWxzv,64308128280703932829,related_to,,,,,,,,,,,,,,,,
Organisation,Accademia degli Spensierati di Firenze,,,Accademia degli Spensierati di Firenze,Accademia degli Spensierati di Firenze.md,58dwD7hRWxzv,64308128280703932829,motto,,,,,,,,,,,,,,,,
