class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",cBhuEhd8scW4,705132311067303057626,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/038980000010101_000000114800C,,,,,,,,,,,,,,
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",cBhuEhd8scW4,705132311067303057626,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",cBhuEhd8scW4,705132311067303057626,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Amk76nLGSdfy,canzonetta,,,,,,,,,,
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",cBhuEhd8scW4,705132311067303057626,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ke7Y8iiuR8Rg,Isabella Andreini,,,,,,,
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",cBhuEhd8scW4,705132311067303057626,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ka3YMcvvwhaP,Giovanni Ghizzolo,,,,,,,
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",cBhuEhd8scW4,705132311067303057626,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ahY5L2WoePy5,Canzonette ed arie a tre voci di Gio. Ghizzolo. Libro primo,,,,,
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",cBhuEhd8scW4,705132311067303057626,instrumentation,,,,,,,,,,,,,,,
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",cBhuEhd8scW4,705132311067303057626,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RenB7cAJ6Zbv,"Care gioie, che le noie",,
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",cBhuEhd8scW4,705132311067303057626,derivative_work,,,,,,,,,,,,,,,
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",cBhuEhd8scW4,705132311067303057626,text,,,,,,,,,,,,,,,
