class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_external_source,has_version_place_of_publication,has_version_publication_date,has_version_publisher,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,instrumentation_quantity,instrumentation_value,instrumentation_label
NotatedMusic,"Madrigali a quattro voci, di Francesco Menta",,,"Madrigali a quattro voci, di Francesco Menta","Madrigali a quattro voci, di Francesco Menta.md",Nn46tKMNds6X,428660711425062628133,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FBOOK%2FNV13480010,,,,,,,,,,,,,,,,,,,
NotatedMusic,"Madrigali a quattro voci, di Francesco Menta",,,"Madrigali a quattro voci, di Francesco Menta","Madrigali a quattro voci, di Francesco Menta.md",Nn46tKMNds6X,428660711425062628133,identifier,https://rism.online/sources/990040951,,,,,,,,,,,,,,,,,,,
NotatedMusic,"Madrigali a quattro voci, di Francesco Menta",,,"Madrigali a quattro voci, di Francesco Menta","Madrigali a quattro voci, di Francesco Menta.md",Nn46tKMNds6X,428660711425062628133,identifier,https://edit16.iccu.sbn.it/titolo/CNCE046916,,,,,,,,,,,,,,,,,,,
NotatedMusic,"Madrigali a quattro voci, di Francesco Menta",,,"Madrigali a quattro voci, di Francesco Menta","Madrigali a quattro voci, di Francesco Menta.md",Nn46tKMNds6X,428660711425062628133,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,,
NotatedMusic,"Madrigali a quattro voci, di Francesco Menta",,,"Madrigali a quattro voci, di Francesco Menta","Madrigali a quattro voci, di Francesco Menta.md",Nn46tKMNds6X,428660711425062628133,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hGZbeqwxbiop,partbook,,,,,,,,,,,,,,,
NotatedMusic,"Madrigali a quattro voci, di Francesco Menta",,,"Madrigali a quattro voci, di Francesco Menta","Madrigali a quattro voci, di Francesco Menta.md",Nn46tKMNds6X,428660711425062628133,title,,,,,,"Madrigali a quattro voci, di Francesco Menta nuovamente da lui composti & dati in luce",,,,,,,,,,,,,,
NotatedMusic,"Madrigali a quattro voci, di Francesco Menta",,,"Madrigali a quattro voci, di Francesco Menta","Madrigali a quattro voci, di Francesco Menta.md",Nn46tKMNds6X,428660711425062628133,inception,,,,,,,,,,,,,,,,,,,,
NotatedMusic,"Madrigali a quattro voci, di Francesco Menta",,,"Madrigali a quattro voci, di Francesco Menta","Madrigali a quattro voci, di Francesco Menta.md",Nn46tKMNds6X,428660711425062628133,has_version,,,,,,,,https://edit16.iccu.sbn.it/titolo/CNCE046916,http://www.bibliotecamusica.it/cmbm/viewschedatwbca.asp?path=/cmbm/images/ripro/gaspari/_T/T097/,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/J6uXo2g5NfHE', 'label': 'Roma'}]",1560.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SNtnKmB2u2Cr', 'label': 'Antonio Barré'}",,,,,,,,
NotatedMusic,"Madrigali a quattro voci, di Francesco Menta",,,"Madrigali a quattro voci, di Francesco Menta","Madrigali a quattro voci, di Francesco Menta.md",Nn46tKMNds6X,428660711425062628133,contributor,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9dp4sDNQ5hUh,Francesco Menta,,,,,
NotatedMusic,"Madrigali a quattro voci, di Francesco Menta",,,"Madrigali a quattro voci, di Francesco Menta","Madrigali a quattro voci, di Francesco Menta.md",Nn46tKMNds6X,428660711425062628133,subject,,,,,,,,,,,,,,,,,,,,
NotatedMusic,"Madrigali a quattro voci, di Francesco Menta",,,"Madrigali a quattro voci, di Francesco Menta","Madrigali a quattro voci, di Francesco Menta.md",Nn46tKMNds6X,428660711425062628133,has_part,,,,,,,,,,,,,,,,,,,,
NotatedMusic,"Madrigali a quattro voci, di Francesco Menta",,,"Madrigali a quattro voci, di Francesco Menta","Madrigali a quattro voci, di Francesco Menta.md",Nn46tKMNds6X,428660711425062628133,instrumentation,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/egtVGoqDNy4L,cantus
NotatedMusic,"Madrigali a quattro voci, di Francesco Menta",,,"Madrigali a quattro voci, di Francesco Menta","Madrigali a quattro voci, di Francesco Menta.md",Nn46tKMNds6X,428660711425062628133,instrumentation,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YpD8xTW34ppx,altus
NotatedMusic,"Madrigali a quattro voci, di Francesco Menta",,,"Madrigali a quattro voci, di Francesco Menta","Madrigali a quattro voci, di Francesco Menta.md",Nn46tKMNds6X,428660711425062628133,instrumentation,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VzJ68XN6VVsG,tenor
NotatedMusic,"Madrigali a quattro voci, di Francesco Menta",,,"Madrigali a quattro voci, di Francesco Menta","Madrigali a quattro voci, di Francesco Menta.md",Nn46tKMNds6X,428660711425062628133,instrumentation,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JQL5yoyTLQcN,bassus
