class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,text_value
PoeticWork,Quando'l dì parte & l'ombra il mondo copre,,"[""Quando il dì parte e l'ombra il mondo copre""]",Quando'l dì parte & l'ombra il mondo copre,Quando'l dì parte & l'ombra il mondo copre.md,WNn9J5vnzztv,585326139377485180396,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F029550000101_PPPP00058200C,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Quando'l dì parte & l'ombra il mondo copre,,"[""Quando il dì parte e l'ombra il mondo copre""]",Quando'l dì parte & l'ombra il mondo copre,Quando'l dì parte & l'ombra il mondo copre.md,WNn9J5vnzztv,585326139377485180396,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Quando'l dì parte & l'ombra il mondo copre,,"[""Quando il dì parte e l'ombra il mondo copre""]",Quando'l dì parte & l'ombra il mondo copre,Quando'l dì parte & l'ombra il mondo copre.md,WNn9J5vnzztv,585326139377485180396,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Quando'l dì parte & l'ombra il mondo copre,,"[""Quando il dì parte e l'ombra il mondo copre""]",Quando'l dì parte & l'ombra il mondo copre,Quando'l dì parte & l'ombra il mondo copre.md,WNn9J5vnzztv,585326139377485180396,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/V5TVPGB5izXm,Giulio Camillo,,,,,,,,,,,,,,,,
PoeticWork,Quando'l dì parte & l'ombra il mondo copre,,"[""Quando il dì parte e l'ombra il mondo copre""]",Quando'l dì parte & l'ombra il mondo copre,Quando'l dì parte & l'ombra il mondo copre.md,WNn9J5vnzztv,585326139377485180396,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ALznK9Pa7h2H,Di M. Giulio Camillo.,150.0,Rime di diversi nobili uomini et eccellenti poeti nella lingua toscana. Libro secondo,,,,,,,,,,,,
PoeticWork,Quando'l dì parte & l'ombra il mondo copre,,"[""Quando il dì parte e l'ombra il mondo copre""]",Quando'l dì parte & l'ombra il mondo copre,Quando'l dì parte & l'ombra il mondo copre.md,WNn9J5vnzztv,585326139377485180396,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Quando'l dì parte & l'ombra il mondo copre,,"[""Quando il dì parte e l'ombra il mondo copre""]",Quando'l dì parte & l'ombra il mondo copre,Quando'l dì parte & l'ombra il mondo copre.md,WNn9J5vnzztv,585326139377485180396,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Quando'l dì parte & l'ombra il mondo copre,,"[""Quando il dì parte e l'ombra il mondo copre""]",Quando'l dì parte & l'ombra il mondo copre,Quando'l dì parte & l'ombra il mondo copre.md,WNn9J5vnzztv,585326139377485180396,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3ruLTSyv8VeY,pastoral,,,,,,,,
PoeticWork,Quando'l dì parte & l'ombra il mondo copre,,"[""Quando il dì parte e l'ombra il mondo copre""]",Quando'l dì parte & l'ombra il mondo copre,Quando'l dì parte & l'ombra il mondo copre.md,WNn9J5vnzztv,585326139377485180396,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BbJB7Gc6gwek,canzone,,,,,,
PoeticWork,Quando'l dì parte & l'ombra il mondo copre,,"[""Quando il dì parte e l'ombra il mondo copre""]",Quando'l dì parte & l'ombra il mondo copre,Quando'l dì parte & l'ombra il mondo copre.md,WNn9J5vnzztv,585326139377485180396,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,
PoeticWork,Quando'l dì parte & l'ombra il mondo copre,,"[""Quando il dì parte e l'ombra il mondo copre""]",Quando'l dì parte & l'ombra il mondo copre,Quando'l dì parte & l'ombra il mondo copre.md,WNn9J5vnzztv,585326139377485180396,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable,,,,
PoeticWork,Quando'l dì parte & l'ombra il mondo copre,,"[""Quando il dì parte e l'ombra il mondo copre""]",Quando'l dì parte & l'ombra il mondo copre,Quando'l dì parte & l'ombra il mondo copre.md,WNn9J5vnzztv,585326139377485180396,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ddw2PSbVUZ6t,shepherd,,
PoeticWork,Quando'l dì parte & l'ombra il mondo copre,,"[""Quando il dì parte e l'ombra il mondo copre""]",Quando'l dì parte & l'ombra il mondo copre,Quando'l dì parte & l'ombra il mondo copre.md,WNn9J5vnzztv,585326139377485180396,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YGRByAyckPA5,kiss,,
PoeticWork,Quando'l dì parte & l'ombra il mondo copre,,"[""Quando il dì parte e l'ombra il mondo copre""]",Quando'l dì parte & l'ombra il mondo copre,Quando'l dì parte & l'ombra il mondo copre.md,WNn9J5vnzztv,585326139377485180396,language,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Quando'l dì parte & l'ombra il mondo copre,,"[""Quando il dì parte e l'ombra il mondo copre""]",Quando'l dì parte & l'ombra il mondo copre,Quando'l dì parte & l'ombra il mondo copre.md,WNn9J5vnzztv,585326139377485180396,text,,,,,,,,,,,,,,,,,,,,,,,,
