class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,related_to_relationship,related_to_label,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value,present_in_work_label
Agent,Tancredi,,,Tancredi,Tancredi.md,f8y8gtFpBpFP,766050571023050280300,identifier,http://www.wikidata.org/entity/Q136651592,,,,,,,,,,,,,,,,,
Agent,Tancredi,,,Tancredi,Tancredi.md,f8y8gtFpBpFP,766050571023050280300,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Tancredi,,,Tancredi,Tancredi.md,f8y8gtFpBpFP,766050571023050280300,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FeQqwKLG5FHE,literary character,,,,,,,,,,,,,,
Agent,Tancredi,,,Tancredi,Tancredi.md,f8y8gtFpBpFP,766050571023050280300,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,,
Agent,Tancredi,,,Tancredi,Tancredi.md,f8y8gtFpBpFP,766050571023050280300,work_location,,,,,,,,,,,,,,,,,,
Agent,Tancredi,,,Tancredi,Tancredi.md,f8y8gtFpBpFP,766050571023050280300,member_of,,,,,,,,,,,,,,,,,,
Agent,Tancredi,,,Tancredi,Tancredi.md,f8y8gtFpBpFP,766050571023050280300,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QD7ZE8NxGr96,knight,,,,,,,,
Agent,Tancredi,,,Tancredi,Tancredi.md,f8y8gtFpBpFP,766050571023050280300,related_to,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UJZ7Qau55M9Z,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mLryNP85y2ma', 'label': 'creation'}",Torquato Tasso,,,,,
Agent,Tancredi,,,Tancredi,Tancredi.md,f8y8gtFpBpFP,766050571023050280300,notable_work,,,,,,,,,,,,,,,,,,
Agent,Tancredi,,,Tancredi,Tancredi.md,f8y8gtFpBpFP,766050571023050280300,interested_in,,,,,,,,,,,,,,,,,,
Agent,Tancredi,,,Tancredi,Tancredi.md,f8y8gtFpBpFP,766050571023050280300,catalog_identifier,,,,,,,,,,,,,,,,,,
Agent,Tancredi,,,Tancredi,Tancredi.md,f8y8gtFpBpFP,766050571023050280300,present_in_work,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Lv8EW8V8UKXk,"Gierusalemme liberata, poema heroico del sig. Torquato Tasso"
