class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,"['raggio', 'ray of light', 'beam of light']",light beam,light beam.md,light beam,DZwg5ijCKnjb,238558801151568650394,instance_of,,,
Concept,"['raggio', 'ray of light', 'beam of light']",light beam,light beam.md,light beam,DZwg5ijCKnjb,238558801151568650394,subclass_of,,,
Concept,"['raggio', 'ray of light', 'beam of light']",light beam,light beam.md,light beam,DZwg5ijCKnjb,238558801151568650394,identifier,,,http://www.wikidata.org/entity/Q2493660
