class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Mesta, e pentita de' miei gravi errori",,,"Mesta, e pentita de' miei gravi errori","Mesta, e pentita de' miei gravi errori.md",8YHDRqxYZAfT,134772943559411721853,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Mesta, e pentita de' miei gravi errori",,,"Mesta, e pentita de' miei gravi errori","Mesta, e pentita de' miei gravi errori.md",8YHDRqxYZAfT,134772943559411721853,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Mesta, e pentita de' miei gravi errori",,,"Mesta, e pentita de' miei gravi errori","Mesta, e pentita de' miei gravi errori.md",8YHDRqxYZAfT,134772943559411721853,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,"Mesta, e pentita de' miei gravi errori",,,"Mesta, e pentita de' miei gravi errori","Mesta, e pentita de' miei gravi errori.md",8YHDRqxYZAfT,134772943559411721853,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dGUWfMNNCYuo,Gaspara Stampa,,,,,,,,,,,,,,,,
PoeticWork,"Mesta, e pentita de' miei gravi errori",,,"Mesta, e pentita de' miei gravi errori","Mesta, e pentita de' miei gravi errori.md",8YHDRqxYZAfT,134772943559411721853,part_of,,,,,,,,148.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h3THWXv6qB74,Rime di madonna Gaspara Stampa,,,,,,,,,,,,,
PoeticWork,"Mesta, e pentita de' miei gravi errori",,,"Mesta, e pentita de' miei gravi errori","Mesta, e pentita de' miei gravi errori.md",8YHDRqxYZAfT,134772943559411721853,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Mesta, e pentita de' miei gravi errori",,,"Mesta, e pentita de' miei gravi errori","Mesta, e pentita de' miei gravi errori.md",8YHDRqxYZAfT,134772943559411721853,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Mesta, e pentita de' miei gravi errori",,,"Mesta, e pentita de' miei gravi errori","Mesta, e pentita de' miei gravi errori.md",8YHDRqxYZAfT,134772943559411721853,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/e4z5crPAxqJa,religion,,,,,,,,,
PoeticWork,"Mesta, e pentita de' miei gravi errori",,,"Mesta, e pentita de' miei gravi errori","Mesta, e pentita de' miei gravi errori.md",8YHDRqxYZAfT,134772943559411721853,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UR9WWTiYMbWy,devotion,,,,,,,,,
PoeticWork,"Mesta, e pentita de' miei gravi errori",,,"Mesta, e pentita de' miei gravi errori","Mesta, e pentita de' miei gravi errori.md",8YHDRqxYZAfT,134772943559411721853,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
PoeticWork,"Mesta, e pentita de' miei gravi errori",,,"Mesta, e pentita de' miei gravi errori","Mesta, e pentita de' miei gravi errori.md",8YHDRqxYZAfT,134772943559411721853,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,"Mesta, e pentita de' miei gravi errori",,,"Mesta, e pentita de' miei gravi errori","Mesta, e pentita de' miei gravi errori.md",8YHDRqxYZAfT,134772943559411721853,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cmG7qu4tHNZL,Jesus Christ,,,
PoeticWork,"Mesta, e pentita de' miei gravi errori",,,"Mesta, e pentita de' miei gravi errori","Mesta, e pentita de' miei gravi errori.md",8YHDRqxYZAfT,134772943559411721853,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KGrBx8dKLuSe,sin,,,
PoeticWork,"Mesta, e pentita de' miei gravi errori",,,"Mesta, e pentita de' miei gravi errori","Mesta, e pentita de' miei gravi errori.md",8YHDRqxYZAfT,134772943559411721853,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bRAwscJNiqSd,ice,,,
PoeticWork,"Mesta, e pentita de' miei gravi errori",,,"Mesta, e pentita de' miei gravi errori","Mesta, e pentita de' miei gravi errori.md",8YHDRqxYZAfT,134772943559411721853,language,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,
