class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_volume,part_of_section,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,KCiivvZh8XFN,354689250597946622021,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,KCiivvZh8XFN,354689250597946622021,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,KCiivvZh8XFN,354689250597946622021,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,KCiivvZh8XFN,354689250597946622021,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RQW4HQv9yidY,Innocenzio Ringhiero,,,,,,,,,,,,,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,KCiivvZh8XFN,354689250597946622021,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dEf3JNqbYykg,3.0,Madrigale da cantarsi per le sirene.,14.0,"Cento giuochi liberali, et d'ingegno",,,,,,,,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,KCiivvZh8XFN,354689250597946622021,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,KCiivvZh8XFN,354689250597946622021,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,KCiivvZh8XFN,354689250597946622021,subject,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,KCiivvZh8XFN,354689250597946622021,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NiFCVHMLTGkp,madrigale,,,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,KCiivvZh8XFN,354689250597946622021,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kBwkVvdhkrbQ,heptasyllable,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,KCiivvZh8XFN,354689250597946622021,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,KCiivvZh8XFN,354689250597946622021,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Yr3u4S2MtyTC,mermaid,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,KCiivvZh8XFN,354689250597946622021,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Nf6cF32SCt6E,singing,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,KCiivvZh8XFN,354689250597946622021,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dyaxwpBMYT2K,ocean,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,KCiivvZh8XFN,354689250597946622021,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UKmKWTE5GPwm,dance,,,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,KCiivvZh8XFN,354689250597946622021,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,
PoeticWork,Almo delle false onde,,,Almo delle false onde,Almo delle false onde.md,KCiivvZh8XFN,354689250597946622021,text,,,,,,,,,,,,,,,,,,,,,,,,"ALMO delle false onde,
Immortal Re felice,
Cui vive ogni beltà che in lor s'asconde,
Se di pregar ne lice,
Dal più quieto ascolta
Tuo Gorgo, di Sirene il dolce canto,
E in liete schiere accolta,
Oda tutta del Mar l'humida gente,
E danzi tocchi i fermi Lidi involta,
Mentre a l'alto s'invia
Da l'Indo il Sol nascente a l'Armonia."
