class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,text_value,language_value,language_label
PoeticWork,"Veggio il mondo fallir, veggiolo stolto",,,"Veggio il mondo fallir, veggiolo stolto","Veggio il mondo fallir, veggiolo stolto.md",XQqfucQ8vovU,606708572660170736591,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Veggio il mondo fallir, veggiolo stolto",,,"Veggio il mondo fallir, veggiolo stolto","Veggio il mondo fallir, veggiolo stolto.md",XQqfucQ8vovU,606708572660170736591,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Veggio il mondo fallir, veggiolo stolto",,,"Veggio il mondo fallir, veggiolo stolto","Veggio il mondo fallir, veggiolo stolto.md",XQqfucQ8vovU,606708572660170736591,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,"Veggio il mondo fallir, veggiolo stolto",,,"Veggio il mondo fallir, veggiolo stolto","Veggio il mondo fallir, veggiolo stolto.md",XQqfucQ8vovU,606708572660170736591,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WsQJYjxufGKj,Laura Terracina,,,,,,,,,,,,,,,,
PoeticWork,"Veggio il mondo fallir, veggiolo stolto",,,"Veggio il mondo fallir, veggiolo stolto","Veggio il mondo fallir, veggiolo stolto.md",XQqfucQ8vovU,606708572660170736591,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8bcRKeoRwLYe,"Laura Terracina, I",,(van Dooren 1992),,,,,,,,,,,,
PoeticWork,"Veggio il mondo fallir, veggiolo stolto",,,"Veggio il mondo fallir, veggiolo stolto","Veggio il mondo fallir, veggiolo stolto.md",XQqfucQ8vovU,606708572660170736591,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Veggio il mondo fallir, veggiolo stolto",,,"Veggio il mondo fallir, veggiolo stolto","Veggio il mondo fallir, veggiolo stolto.md",XQqfucQ8vovU,606708572660170736591,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Veggio il mondo fallir, veggiolo stolto",,,"Veggio il mondo fallir, veggiolo stolto","Veggio il mondo fallir, veggiolo stolto.md",XQqfucQ8vovU,606708572660170736591,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gcrqwjgvBQyM,despair,,,,,,,,
PoeticWork,"Veggio il mondo fallir, veggiolo stolto",,,"Veggio il mondo fallir, veggiolo stolto","Veggio il mondo fallir, veggiolo stolto.md",XQqfucQ8vovU,606708572660170736591,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,
PoeticWork,"Veggio il mondo fallir, veggiolo stolto",,,"Veggio il mondo fallir, veggiolo stolto","Veggio il mondo fallir, veggiolo stolto.md",XQqfucQ8vovU,606708572660170736591,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,
PoeticWork,"Veggio il mondo fallir, veggiolo stolto",,,"Veggio il mondo fallir, veggiolo stolto","Veggio il mondo fallir, veggiolo stolto.md",XQqfucQ8vovU,606708572660170736591,depicts,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Veggio il mondo fallir, veggiolo stolto",,,"Veggio il mondo fallir, veggiolo stolto","Veggio il mondo fallir, veggiolo stolto.md",XQqfucQ8vovU,606708572660170736591,text,,,,,,,,,,,,,,,,,,,,,"Veggio il mondo fallir, veggiolo stolto, 
E veggio la virtute in abbandono, 
E che le muse a vil tenute sono, 
Tal che l’ingegno mio quasi è sepolto.

Veggio in odio ed invidia tutto vòlto
Il pensier degli amici, e in falso tono
Veggio tradito dal malvagio il buono,
E tutto a' nostri danni il ciel rivolto.

Nessun al ben comun tien fermo il segno, 
Anzi al suo proprio ognun discorre seco, 
Mentre ha di vari affetti il petto pregno. 

Io veggio e nel veder tengo odio meco, 
Tal che vorrei vedermi per disdegno 
O me senz’occhi o tutto’l mondo cieco.",,
PoeticWork,"Veggio il mondo fallir, veggiolo stolto",,,"Veggio il mondo fallir, veggiolo stolto","Veggio il mondo fallir, veggiolo stolto.md",XQqfucQ8vovU,606708572660170736591,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian
