class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,harbor,,"['harbour', 'porto']",harbor,harbor.md,Dzfwa86PTDPj,247509737987864445950,identifier,http://www.wikidata.org/entity/Q283202,
Concept,harbor,,"['harbour', 'porto']",harbor,harbor.md,Dzfwa86PTDPj,247509737987864445950,described_by_source,,
