class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,subclass_of_value
Concept,swan,,,swan,swan.md,DJFhRHGa4FSM,232874392355179380901,identifier,http://www.wikidata.org/entity/Q34384,,,,
Concept,swan,,,swan,swan.md,DJFhRHGa4FSM,232874392355179380901,described_by_source,,,,,
Concept,swan,,,swan,swan.md,DJFhRHGa4FSM,232874392355179380901,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JUdJWGgBjkYx,animal,
Concept,swan,,,swan,swan.md,DJFhRHGa4FSM,232874392355179380901,subclass_of,,,,,
