class,label,description,aliases,base_name,filename,id,n_id,property,isbn_value,described_by_source_value,part_of_value,part_of_label,citation_value
BibliographicResource,(Faini 2020),,['fainiGhostAcademyVenice2020'],(Faini 2020),(Faini 2020).md,DJam8o3efkSd,232995483636822962432,isbn,978-1-909662-57-5,,,,
BibliographicResource,(Faini 2020),,['fainiGhostAcademyVenice2020'],(Faini 2020),(Faini 2020).md,DJam8o3efkSd,232995483636822962432,described_by_source,,,,,
BibliographicResource,(Faini 2020),,['fainiGhostAcademyVenice2020'],(Faini 2020),(Faini 2020).md,DJam8o3efkSd,232995483636822962432,part_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VzDB9FgKgMET,"(Everson, Reidy, and Sampson 2020)",
BibliographicResource,(Faini 2020),,['fainiGhostAcademyVenice2020'],(Faini 2020),(Faini 2020).md,DJam8o3efkSd,232995483636822962432,citation,,,,,"Faini, Marco. 2020. ‘A Ghost Academy between Venice and Brescia: Philosophical Scepticism and Religious Heterodoxy in the Accademia Dei Dubbiosi’. In The Italian Academies 1525-1700: Networks of Culture, Innovation and Dissent, edited by Jane E. Everson, Denis V. Reidy, and Lisa Sampson, 102–17. Italian Perspectives 31. London New York: Routledge, Taylor & Francis Group."
