class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,hendecasyllable,hendecasyllable.md,hendecasyllable,FPYzaHuDcPWK,276066245563586193737,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2xCaDiBv9GeK,metrical pattern,,
Concept,hendecasyllable,hendecasyllable.md,hendecasyllable,FPYzaHuDcPWK,276066245563586193737,subclass_of,,,,
Concept,hendecasyllable,hendecasyllable.md,hendecasyllable,FPYzaHuDcPWK,276066245563586193737,identifier,,,,http://www.wikidata.org/entity/Q937691
