class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",4JkCCy72Lpk3,47332230221384589007,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/068420000010101_000000043300C,,,,,,,,,,,,,,
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",4JkCCy72Lpk3,47332230221384589007,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",4JkCCy72Lpk3,47332230221384589007,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XCGaRQqQ2kt2,aria,,,,,,,,,,
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",4JkCCy72Lpk3,47332230221384589007,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kUiiaYvUfK7o,Isabella Andreini,,,,,,,
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",4JkCCy72Lpk3,47332230221384589007,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3w8mD8ZHzr23,Domenico Brunetti,,,,,,,
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",4JkCCy72Lpk3,47332230221384589007,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6uNaWrewyNQQ,L'Euterpe di Domenico Brunetti,,,,,
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",4JkCCy72Lpk3,47332230221384589007,instrumentation,,,,,,,,,,,,,,,
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",4JkCCy72Lpk3,47332230221384589007,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4MeUig6FW42g,"Deh girate, luci amate",,
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",4JkCCy72Lpk3,47332230221384589007,derivative_work,,,,,,,,,,,,,,,
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",4JkCCy72Lpk3,47332230221384589007,text,,,,,,,,,,,,,,,
