class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,nMw8jYr9snZK,915195605858797181573,identifier,http://www.wikidata.org/entity/Q107588947,,,,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,nMw8jYr9snZK,915195605858797181573,described_by_source,,,,,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,nMw8jYr9snZK,915195605858797181573,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,nMw8jYr9snZK,915195605858797181573,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,nMw8jYr9snZK,915195605858797181573,work_location,,,,,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,nMw8jYr9snZK,915195605858797181573,member_of,,,,,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,nMw8jYr9snZK,915195605858797181573,occupation,,,,,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,nMw8jYr9snZK,915195605858797181573,related_to,,,,,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,nMw8jYr9snZK,915195605858797181573,notable_work,,,,,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,nMw8jYr9snZK,915195605858797181573,interested_in,,,,,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,nMw8jYr9snZK,915195605858797181573,catalog_identifier,,,,,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,nMw8jYr9snZK,915195605858797181573,present_in_work,,,,,,,,,,,,,,
