class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,related_to_value,related_to_relationship,related_to_reference,related_to_label,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value,present_in_work_label
Agent,Eleonora Sanseverino,,,Eleonora Sanseverino,Eleonora Sanseverino.md,bFtdDNj5Z4mL,686012625112128310884,identifier,,,,,,,,,,,,,,,,,,
Agent,Eleonora Sanseverino,,,Eleonora Sanseverino,Eleonora Sanseverino.md,bFtdDNj5Z4mL,686012625112128310884,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Eleonora Sanseverino,,,Eleonora Sanseverino,Eleonora Sanseverino.md,bFtdDNj5Z4mL,686012625112128310884,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,
Agent,Eleonora Sanseverino,,,Eleonora Sanseverino,Eleonora Sanseverino.md,bFtdDNj5Z4mL,686012625112128310884,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpnNUHk7FWq5,female,,,,,,,,,,,,
Agent,Eleonora Sanseverino,,,Eleonora Sanseverino,Eleonora Sanseverino.md,bFtdDNj5Z4mL,686012625112128310884,work_location,,,,,,,,,,,,,,,,,,
Agent,Eleonora Sanseverino,,,Eleonora Sanseverino,Eleonora Sanseverino.md,bFtdDNj5Z4mL,686012625112128310884,member_of,,,,,,,,,,,,,,,,,,
Agent,Eleonora Sanseverino,,,Eleonora Sanseverino,Eleonora Sanseverino.md,bFtdDNj5Z4mL,686012625112128310884,occupation,,,,,,,,,,,,,,,,,,
Agent,Eleonora Sanseverino,,,Eleonora Sanseverino,Eleonora Sanseverino.md,bFtdDNj5Z4mL,686012625112128310884,related_to,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WsQJYjxufGKj,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jpj9Gp4R6veD', 'label': 'friend'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kYUFXdGyHKMe', 'label': ""Discorso sopra tutti li primi canti d'Orlando Furioso""}]",Laura Terracina,,,,,
Agent,Eleonora Sanseverino,,,Eleonora Sanseverino,Eleonora Sanseverino.md,bFtdDNj5Z4mL,686012625112128310884,notable_work,,,,,,,,,,,,,,,,,,
Agent,Eleonora Sanseverino,,,Eleonora Sanseverino,Eleonora Sanseverino.md,bFtdDNj5Z4mL,686012625112128310884,interested_in,,,,,,,,,,,,,,,,,,
Agent,Eleonora Sanseverino,,,Eleonora Sanseverino,Eleonora Sanseverino.md,bFtdDNj5Z4mL,686012625112128310884,catalog_identifier,,,,,,,,,,,,,,,,,,
Agent,Eleonora Sanseverino,,,Eleonora Sanseverino,Eleonora Sanseverino.md,bFtdDNj5Z4mL,686012625112128310884,present_in_work,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kYUFXdGyHKMe,Discorso sopra tutti li primi canti d'Orlando Furioso
