class,label,description,aliases,base_name,filename,id,n_id,property,isbn_value,described_by_source_value,part_of_value,citation_value
BibliographicResource,"(Everson, Reidy, and Sampson 2020)",,['eversonItalianAcademies152517002020'],"(Everson, Reidy, and Sampson 2020)","(Everson, Reidy, and Sampson 2020).md",gnchST7eRBTF,800314005741683870563,isbn,978-1-909662-57-5,,,
BibliographicResource,"(Everson, Reidy, and Sampson 2020)",,['eversonItalianAcademies152517002020'],"(Everson, Reidy, and Sampson 2020)","(Everson, Reidy, and Sampson 2020).md",gnchST7eRBTF,800314005741683870563,described_by_source,,,,
BibliographicResource,"(Everson, Reidy, and Sampson 2020)",,['eversonItalianAcademies152517002020'],"(Everson, Reidy, and Sampson 2020)","(Everson, Reidy, and Sampson 2020).md",gnchST7eRBTF,800314005741683870563,part_of,,,,
BibliographicResource,"(Everson, Reidy, and Sampson 2020)",,['eversonItalianAcademies152517002020'],"(Everson, Reidy, and Sampson 2020)","(Everson, Reidy, and Sampson 2020).md",gnchST7eRBTF,800314005741683870563,citation,,,,"Everson, Jane E., Denis V. Reidy, and Lisa Sampson, eds. 2020. The Italian Academies 1525-1700: Networks of Culture, Innovation and Dissent. Italian Perspectives 31. London New York: Routledge, Taylor & Francis Group."
