class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value,identifier_value
Concept,Ciceronianism,Ciceronianism.md,Ciceronianism,biySQsPfw6te,695818079137311602280,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AGNhrVxei8Gy,art movement,,,
Concept,Ciceronianism,Ciceronianism.md,Ciceronianism,biySQsPfw6te,695818079137311602280,subclass_of,,,,,
Concept,Ciceronianism,Ciceronianism.md,Ciceronianism,biySQsPfw6te,695818079137311602280,opposite_of,,,,,
Concept,Ciceronianism,Ciceronianism.md,Ciceronianism,biySQsPfw6te,695818079137311602280,identifier,,,,,http://www.wikidata.org/entity/Q1091597
