class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,"Dal mare, oh Margherita, il nome avesti",,,"Dal mare, oh Margherita, il nome avesti","Dal mare, oh Margherita, il nome avesti.md",HmnemFDw43bR,325389491937605749901,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Dal mare, oh Margherita, il nome avesti",,,"Dal mare, oh Margherita, il nome avesti","Dal mare, oh Margherita, il nome avesti.md",HmnemFDw43bR,325389491937605749901,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Dal mare, oh Margherita, il nome avesti",,,"Dal mare, oh Margherita, il nome avesti","Dal mare, oh Margherita, il nome avesti.md",HmnemFDw43bR,325389491937605749901,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Dal mare, oh Margherita, il nome avesti",,,"Dal mare, oh Margherita, il nome avesti","Dal mare, oh Margherita, il nome avesti.md",HmnemFDw43bR,325389491937605749901,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bgExG22ootgh,Ottavio Tronsarelli,,,,,,,,,,,,,,,,,
PoeticWork,"Dal mare, oh Margherita, il nome avesti",,,"Dal mare, oh Margherita, il nome avesti","Dal mare, oh Margherita, il nome avesti.md",HmnemFDw43bR,325389491937605749901,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DzT52g7L9k39,"Loda la Sig. Margherita N. di belleza, e di virtù.",354.0,Rime di Ottavio Tronsarelli,,,,,,,,,,,,,
PoeticWork,"Dal mare, oh Margherita, il nome avesti",,,"Dal mare, oh Margherita, il nome avesti","Dal mare, oh Margherita, il nome avesti.md",HmnemFDw43bR,325389491937605749901,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Dal mare, oh Margherita, il nome avesti",,,"Dal mare, oh Margherita, il nome avesti","Dal mare, oh Margherita, il nome avesti.md",HmnemFDw43bR,325389491937605749901,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Dal mare, oh Margherita, il nome avesti",,,"Dal mare, oh Margherita, il nome avesti","Dal mare, oh Margherita, il nome avesti.md",HmnemFDw43bR,325389491937605749901,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
PoeticWork,"Dal mare, oh Margherita, il nome avesti",,,"Dal mare, oh Margherita, il nome avesti","Dal mare, oh Margherita, il nome avesti.md",HmnemFDw43bR,325389491937605749901,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,,,,
PoeticWork,"Dal mare, oh Margherita, il nome avesti",,,"Dal mare, oh Margherita, il nome avesti","Dal mare, oh Margherita, il nome avesti.md",HmnemFDw43bR,325389491937605749901,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"Dal mare, oh Margherita, il nome avesti",,,"Dal mare, oh Margherita, il nome avesti","Dal mare, oh Margherita, il nome avesti.md",HmnemFDw43bR,325389491937605749901,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gHVGjgKjtq6V,woman,,,
PoeticWork,"Dal mare, oh Margherita, il nome avesti",,,"Dal mare, oh Margherita, il nome avesti","Dal mare, oh Margherita, il nome avesti.md",HmnemFDw43bR,325389491937605749901,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nZgAbVHnJRKY,Venus,,,
PoeticWork,"Dal mare, oh Margherita, il nome avesti",,,"Dal mare, oh Margherita, il nome avesti","Dal mare, oh Margherita, il nome avesti.md",HmnemFDw43bR,325389491937605749901,text,,,,,,,,,,,,,,,,,,,,,,"Dal mare, oh Margherita, il nome havesti.
Ma chi de le tue luci i rai vegheggia,
Scorge ne gli occhi tuoi vanti celesti,
Che l'eterna beltate in te lampeggia.
Sorse Vener crudel dai flutti infesti,
Ed hebbe per natal l'ondosa reggia:
Ma tu gradita uscendo a l'aura fuore
Sei nel mar di beltà Vener d'Amore.",,
PoeticWork,"Dal mare, oh Margherita, il nome avesti",,,"Dal mare, oh Margherita, il nome avesti","Dal mare, oh Margherita, il nome avesti.md",HmnemFDw43bR,325389491937605749901,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian
