class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,JocqnzsU7d2y,346687173046961400268,identifier,https://versologie.cz/poetree/browser/poem?corpus=it&id_poem=35264,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,JocqnzsU7d2y,346687173046961400268,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,JocqnzsU7d2y,346687173046961400268,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,JocqnzsU7d2y,346687173046961400268,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YvLbpbXURbTT,Torquato Tasso,,,,,,,,,,,,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,JocqnzsU7d2y,346687173046961400268,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MyN8HshJ2LaN,"Canto XIX, 11","Gierusalemme liberata, poema heroico del sig. Torquato Tasso",,,,,,,,,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,JocqnzsU7d2y,346687173046961400268,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,JocqnzsU7d2y,346687173046961400268,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,JocqnzsU7d2y,346687173046961400268,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/86Q2aWNHHazc,duel,,,,,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,JocqnzsU7d2y,346687173046961400268,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,JocqnzsU7d2y,346687173046961400268,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,JocqnzsU7d2y,346687173046961400268,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9NZf7yFeJSxK,Tancredi,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,JocqnzsU7d2y,346687173046961400268,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Z6J5UyuXyJFm,sword,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,JocqnzsU7d2y,346687173046961400268,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iYYfa4mHSLTk,Argante,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,JocqnzsU7d2y,346687173046961400268,text,,,,,,,,,,,,,,,,,,,,,"È di corpo Tancredi agile e sciolto,
E di man velocissimo, e di piede,
Sovrasta a lui con l’alto capo, e molto
Di grossezza di membra Argante eccede.
Girar Tancredi inchino, e in se raccolto
Per aventarsi, e sottentrar sì vede:
E con la spada sua la spada trova
Nemica, e'n disviarla usa ogni prova.",,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,JocqnzsU7d2y,346687173046961400268,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian
