class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Costanza d'Avalos Piccolomini,,"[""Costanza D'Avalo"", ""Costanza D'Avalos""]",Costanza d'Avalos Piccolomini,Costanza d'Avalos Piccolomini.md,TpmQdb6nnch6,532826664434699520181,identifier,http://www.wikidata.org/entity/Q3695637,,,,,,,,,,,,,,,,
Agent,Costanza d'Avalos Piccolomini,,"[""Costanza D'Avalo"", ""Costanza D'Avalos""]",Costanza d'Avalos Piccolomini,Costanza d'Avalos Piccolomini.md,TpmQdb6nnch6,532826664434699520181,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/72cqPMRxW28a,(Robin 2007),,,,,,,,,,,,,,
Agent,Costanza d'Avalos Piccolomini,,"[""Costanza D'Avalo"", ""Costanza D'Avalos""]",Costanza d'Avalos Piccolomini,Costanza d'Avalos Piccolomini.md,TpmQdb6nnch6,532826664434699520181,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Costanza d'Avalos Piccolomini,,"[""Costanza D'Avalo"", ""Costanza D'Avalos""]",Costanza d'Avalos Piccolomini,Costanza d'Avalos Piccolomini.md,TpmQdb6nnch6,532826664434699520181,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpnNUHk7FWq5,female,,,,,,,,,,
Agent,Costanza d'Avalos Piccolomini,,"[""Costanza D'Avalo"", ""Costanza D'Avalos""]",Costanza d'Avalos Piccolomini,Costanza d'Avalos Piccolomini.md,TpmQdb6nnch6,532826664434699520181,work_location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gbLYmsbE7QZL,Napoli,,,,,,,,
Agent,Costanza d'Avalos Piccolomini,,"[""Costanza D'Avalo"", ""Costanza D'Avalos""]",Costanza d'Avalos Piccolomini,Costanza d'Avalos Piccolomini.md,TpmQdb6nnch6,532826664434699520181,member_of,,,,,,,,,,,,,,,,,
Agent,Costanza d'Avalos Piccolomini,,"[""Costanza D'Avalo"", ""Costanza D'Avalos""]",Costanza d'Avalos Piccolomini,Costanza d'Avalos Piccolomini.md,TpmQdb6nnch6,532826664434699520181,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga,poet,,,,,
Agent,Costanza d'Avalos Piccolomini,,"[""Costanza D'Avalo"", ""Costanza D'Avalos""]",Costanza d'Avalos Piccolomini,Costanza d'Avalos Piccolomini.md,TpmQdb6nnch6,532826664434699520181,related_to,,,,,,,,,,,,,,,,,
Agent,Costanza d'Avalos Piccolomini,,"[""Costanza D'Avalo"", ""Costanza D'Avalos""]",Costanza d'Avalos Piccolomini,Costanza d'Avalos Piccolomini.md,TpmQdb6nnch6,532826664434699520181,notable_work,,,,,,,,,,,,,,,,,
Agent,Costanza d'Avalos Piccolomini,,"[""Costanza D'Avalo"", ""Costanza D'Avalos""]",Costanza d'Avalos Piccolomini,Costanza d'Avalos Piccolomini.md,TpmQdb6nnch6,532826664434699520181,interested_in,,,,,,,,,,,,,,,,,
Agent,Costanza d'Avalos Piccolomini,,"[""Costanza D'Avalo"", ""Costanza D'Avalos""]",Costanza d'Avalos Piccolomini,Costanza d'Avalos Piccolomini.md,TpmQdb6nnch6,532826664434699520181,catalog_identifier,,,,,,,,,,,,,,,,,
Agent,Costanza d'Avalos Piccolomini,,"[""Costanza D'Avalo"", ""Costanza D'Avalos""]",Costanza d'Avalos Piccolomini,Costanza d'Avalos Piccolomini.md,TpmQdb6nnch6,532826664434699520181,present_in_work,,,,,,,,,,,,,,,,,
