class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,aR27UgntvNYH,668676172504275462687,identifier,http://www.wikidata.org/entity/Q466851,,,,,,,,,,,,,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,aR27UgntvNYH,668676172504275462687,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,aR27UgntvNYH,668676172504275462687,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,aR27UgntvNYH,668676172504275462687,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,aR27UgntvNYH,668676172504275462687,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/J6uXo2g5NfHE,Roma,,,,,,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,aR27UgntvNYH,668676172504275462687,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B5xtnRXHgmPY,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mvo9Fng6Hu9m', 'label': '(Everson 2017)'}]",Accademia degli Infecondi di Roma,,,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,aR27UgntvNYH,668676172504275462687,occupation,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gSay5HCzzmqo,philosopher,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,aR27UgntvNYH,668676172504275462687,related_to,,,,,,,,,,,,,,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,aR27UgntvNYH,668676172504275462687,notable_work,,,,,,,,,,,,,,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,aR27UgntvNYH,668676172504275462687,interested_in,,,,,,,,,,,,,,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,aR27UgntvNYH,668676172504275462687,catalog_identifier,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fGNbusFoz4E3', 'label': 'Italian Women Writers'}",A0236
