class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,eDLkvXHFMYdu,746993871793795107063,identifier,http://www.wikidata.org/entity/Q810966,,,,,,,,,,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,eDLkvXHFMYdu,746993871793795107063,described_by_source,,,,,,,,,,,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,eDLkvXHFMYdu,746993871793795107063,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,eDLkvXHFMYdu,746993871793795107063,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,eDLkvXHFMYdu,746993871793795107063,work_location,,,,,,,,,,,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,eDLkvXHFMYdu,746993871793795107063,member_of,,,,,,,,,,,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,eDLkvXHFMYdu,746993871793795107063,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW,poet,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,eDLkvXHFMYdu,746993871793795107063,related_to,,,,,,,,,,,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,eDLkvXHFMYdu,746993871793795107063,notable_work,,,,,,,,,,,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,eDLkvXHFMYdu,746993871793795107063,interested_in,,,,,,,,,,,,,,,,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,eDLkvXHFMYdu,746993871793795107063,catalog_identifier,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",5146.0,
Agent,Battista Guarini,,['Battista Guarino'],Battista Guarini,Battista Guarini.md,eDLkvXHFMYdu,746993871793795107063,present_in_work,,,,,,,,,,,,,,,,
