class,base_name,filename,label,id,n_id,property,identifier_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value,present_in_work_label
Agent,Sacripante,Sacripante.md,Sacripante,f3JyVVYfBD7W,763998135095647268827,identifier,http://www.wikidata.org/entity/Q5415468,,,,,,,,,,,,,,
Agent,Sacripante,Sacripante.md,Sacripante,f3JyVVYfBD7W,763998135095647268827,instance_of,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BGQNJxxjkLkV,literary character,,,,,,,,,,,,
Agent,Sacripante,Sacripante.md,Sacripante,f3JyVVYfBD7W,763998135095647268827,gender,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Sacripante,Sacripante.md,Sacripante,f3JyVVYfBD7W,763998135095647268827,work_location,,,,,,,,,,,,,,,
Agent,Sacripante,Sacripante.md,Sacripante,f3JyVVYfBD7W,763998135095647268827,member_of,,,,,,,,,,,,,,,
Agent,Sacripante,Sacripante.md,Sacripante,f3JyVVYfBD7W,763998135095647268827,occupation,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Fgb2i9ph7wYA,knight,,,,,,
Agent,Sacripante,Sacripante.md,Sacripante,f3JyVVYfBD7W,763998135095647268827,related_to,,,,,,,,,,,,,,,
Agent,Sacripante,Sacripante.md,Sacripante,f3JyVVYfBD7W,763998135095647268827,notable_work,,,,,,,,,,,,,,,
Agent,Sacripante,Sacripante.md,Sacripante,f3JyVVYfBD7W,763998135095647268827,interested_in,,,,,,,,,,,,,,,
Agent,Sacripante,Sacripante.md,Sacripante,f3JyVVYfBD7W,763998135095647268827,catalog_identifier,,,,,,,,,,,,,,,
Agent,Sacripante,Sacripante.md,Sacripante,f3JyVVYfBD7W,763998135095647268827,present_in_work,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XU8S5WyvBShC,Orlando furioso
Agent,Sacripante,Sacripante.md,Sacripante,f3JyVVYfBD7W,763998135095647268827,present_in_work,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TfhVnzLHyioD,Dieci canti di Sacripante di messer Lodovico Dolce
