class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value,identifier_value
Concept,['Atlante'],Atlas,Atlas.md,Atlas,NnMCa2tbLs4d,428769319100838881792,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sase3zEpuPuV,mythical character,,,
Concept,['Atlante'],Atlas,Atlas.md,Atlas,NnMCa2tbLs4d,428769319100838881792,subclass_of,,,,,
Concept,['Atlante'],Atlas,Atlas.md,Atlas,NnMCa2tbLs4d,428769319100838881792,opposite_of,,,,,
Concept,['Atlante'],Atlas,Atlas.md,Atlas,NnMCa2tbLs4d,428769319100838881792,identifier,,,,,http://www.wikidata.org/entity/Q130818
