class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,2MjiLf9ApVud,7143536865564487745,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,2MjiLf9ApVud,7143536865564487745,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,2MjiLf9ApVud,7143536865564487745,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,2MjiLf9ApVud,7143536865564487745,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jZuvVuSH7U3b,Veronica Gambara,,,,,,,,,,,,,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,2MjiLf9ApVud,7143536865564487745,part_of,,,,,,,,11.0,68-69,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZhFND9vWXDNb,(Gambara 1995),,,,,,,,,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,2MjiLf9ApVud,7143536865564487745,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,2MjiLf9ApVud,7143536865564487745,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,2MjiLf9ApVud,7143536865564487745,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/n3tGuCy85e5j,betrayal,,,,,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,2MjiLf9ApVud,7143536865564487745,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,2MjiLf9ApVud,7143536865564487745,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,2MjiLf9ApVud,7143536865564487745,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PkJjQdNqm3ok,thousand,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,2MjiLf9ApVud,7143536865564487745,text,,,,,,,,,,,,,,,,,,,,,,"Mentre l'alte promesse a mille a mille
Con mentita pietà non m'ingannaro
Furon le fiame mie dolci e tranquille,
E'l dolor e 'l piacer corsero al paro.
Crebbero poi sì calde le faville,
Sommerse il poco dolce il molt'amaro,
E sì corse l'infermo mio desio
Che la speranza col tardar morio.",,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,2MjiLf9ApVud,7143536865564487745,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian
