class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,['fictional academy'],academia fictiva,academia fictiva.md,academia fictiva,FdiBEDVUfTuf,281192950403734895443,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/faKgxGgth5dr,academy,,
Concept,['fictional academy'],academia fictiva,academia fictiva.md,academia fictiva,FdiBEDVUfTuf,281192950403734895443,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/g4TPeea9wGN7,form of creative work,,
Concept,['fictional academy'],academia fictiva,academia fictiva.md,academia fictiva,FdiBEDVUfTuf,281192950403734895443,subclass_of,,,,
Concept,['fictional academy'],academia fictiva,academia fictiva.md,academia fictiva,FdiBEDVUfTuf,281192950403734895443,identifier,,,,http://www.wikidata.org/entity/Q61508291
