class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,inception_value,inception_sourcing_circumstances,inception_reference,dissolved_value,dissolved_reference,location_value,location_label,official_website_value,catalog_identifier_source,catalog_identifier_value,member_value,member_reference,member_label,interested_in_value,notable_work_value
Organisation,Accademia degli Svegliati di Napoli,Accademia degli Svegliati di Napoli.md,Accademia degli Svegliati di Napoli,i8y4WyMLY6CK,827957805611375876924,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/faKgxGgth5dr,academy,,,,,,,,,,,,,,,
Organisation,Accademia degli Svegliati di Napoli,Accademia degli Svegliati di Napoli.md,Accademia degli Svegliati di Napoli,i8y4WyMLY6CK,827957805611375876924,inception,,,1560.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QWmtzgCRQ9wY', 'label': 'circa'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}]",,,,,,,,,,,,
Organisation,Accademia degli Svegliati di Napoli,Accademia degli Svegliati di Napoli.md,Accademia degli Svegliati di Napoli,i8y4WyMLY6CK,827957805611375876924,dissolved,,,,,,1593.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}]",,,,,,,,,,
Organisation,Accademia degli Svegliati di Napoli,Accademia degli Svegliati di Napoli.md,Accademia degli Svegliati di Napoli,i8y4WyMLY6CK,827957805611375876924,location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gbLYmsbE7QZL,Napoli,,,,,,,,
Organisation,Accademia degli Svegliati di Napoli,Accademia degli Svegliati di Napoli.md,Accademia degli Svegliati di Napoli,i8y4WyMLY6CK,827957805611375876924,official_website,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Svegliati di Napoli,Accademia degli Svegliati di Napoli.md,Accademia degli Svegliati di Napoli,i8y4WyMLY6CK,827957805611375876924,catalog_identifier,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",103.0,,,,,
Organisation,Accademia degli Svegliati di Napoli,Accademia degli Svegliati di Napoli.md,Accademia degli Svegliati di Napoli,i8y4WyMLY6CK,827957805611375876924,member,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/c6NfMc4aLaby,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}]",Giambattista Marino,,
Organisation,Accademia degli Svegliati di Napoli,Accademia degli Svegliati di Napoli.md,Accademia degli Svegliati di Napoli,i8y4WyMLY6CK,827957805611375876924,interested_in,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Svegliati di Napoli,Accademia degli Svegliati di Napoli.md,Accademia degli Svegliati di Napoli,i8y4WyMLY6CK,827957805611375876924,notable_work,,,,,,,,,,,,,,,,,
