class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value,language_value,subject_value,poetic_type_value,depicts_value,metre_value
MusicComposition,"Lacci, catene, ceppi (Wert)",,,"Lacci, catene, ceppi (Wert)","Lacci, catene, ceppi (Wert).md",Y5TvJji5FPq6,620327710359325192015,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F134820000010101_000000256900C,,,,,,,,,,,,,,,,,,,
MusicComposition,"Lacci, catene, ceppi (Wert)",,,"Lacci, catene, ceppi (Wert)","Lacci, catene, ceppi (Wert).md",Y5TvJji5FPq6,620327710359325192015,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,
MusicComposition,"Lacci, catene, ceppi (Wert)",,,"Lacci, catene, ceppi (Wert)","Lacci, catene, ceppi (Wert).md",Y5TvJji5FPq6,620327710359325192015,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,,
MusicComposition,"Lacci, catene, ceppi (Wert)",,,"Lacci, catene, ceppi (Wert)","Lacci, catene, ceppi (Wert).md",Y5TvJji5FPq6,620327710359325192015,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QG8DUy9nrgZ9,Luigi Transillo,,,,,,,,,,,,
MusicComposition,"Lacci, catene, ceppi (Wert)",,,"Lacci, catene, ceppi (Wert)","Lacci, catene, ceppi (Wert).md",Y5TvJji5FPq6,620327710359325192015,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cBJV9SeGc3Sw,Giaches de Wert,,,,,,,,,,,,
MusicComposition,"Lacci, catene, ceppi (Wert)",,,"Lacci, catene, ceppi (Wert)","Lacci, catene, ceppi (Wert).md",Y5TvJji5FPq6,620327710359325192015,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WeSzmeHVLXTk,Il primo libro de' madrigali a quattro voci di Giaches de Wert,,,,,,,,,,
MusicComposition,"Lacci, catene, ceppi (Wert)",,,"Lacci, catene, ceppi (Wert)","Lacci, catene, ceppi (Wert).md",Y5TvJji5FPq6,620327710359325192015,instrumentation,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Lacci, catene, ceppi (Wert)",,,"Lacci, catene, ceppi (Wert)","Lacci, catene, ceppi (Wert).md",Y5TvJji5FPq6,620327710359325192015,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TfkDrEApJ4oF,"Lacci, catene, ceppi",,,,,,,
MusicComposition,"Lacci, catene, ceppi (Wert)",,,"Lacci, catene, ceppi (Wert)","Lacci, catene, ceppi (Wert).md",Y5TvJji5FPq6,620327710359325192015,derivative_work,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Lacci, catene, ceppi (Wert)",,,"Lacci, catene, ceppi (Wert)","Lacci, catene, ceppi (Wert).md",Y5TvJji5FPq6,620327710359325192015,text,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Lacci, catene, ceppi (Wert)",,,"Lacci, catene, ceppi (Wert)","Lacci, catene, ceppi (Wert).md",Y5TvJji5FPq6,620327710359325192015,language,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Lacci, catene, ceppi (Wert)",,,"Lacci, catene, ceppi (Wert)","Lacci, catene, ceppi (Wert).md",Y5TvJji5FPq6,620327710359325192015,subject,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Lacci, catene, ceppi (Wert)",,,"Lacci, catene, ceppi (Wert)","Lacci, catene, ceppi (Wert).md",Y5TvJji5FPq6,620327710359325192015,poetic_type,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Lacci, catene, ceppi (Wert)",,,"Lacci, catene, ceppi (Wert)","Lacci, catene, ceppi (Wert).md",Y5TvJji5FPq6,620327710359325192015,depicts,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Lacci, catene, ceppi (Wert)",,,"Lacci, catene, ceppi (Wert)","Lacci, catene, ceppi (Wert).md",Y5TvJji5FPq6,620327710359325192015,metre,,,,,,,,,,,,,,,,,,,,
