class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,drama collection,drama collection.md,drama collection,DRgiAyYDLPZb,235567495711223211519,instance_of,,,
Concept,drama collection,drama collection.md,drama collection,DRgiAyYDLPZb,235567495711223211519,subclass_of,,,
Concept,drama collection,drama collection.md,drama collection,DRgiAyYDLPZb,235567495711223211519,identifier,,,http://www.wikidata.org/entity/Q119318561
