class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_note,based_on_label,derivative_work_value,text_value,language_value,language_label,subject_value,poetic_type_value,poetic_type_label,depicts_value,depicts_label,metre_value,metre_label
MusicComposition,Alma beat'e bella (Viola),,,Alma beat'e bella (Viola),Alma beat'e bella (Viola).md,XvkjJBUota2S,617538191734723595478,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/008950000010101_000000076800C,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Alma beat'e bella (Viola),,,Alma beat'e bella (Viola),Alma beat'e bella (Viola).md,XvkjJBUota2S,617538191734723595478,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Alma beat'e bella (Viola),,,Alma beat'e bella (Viola),Alma beat'e bella (Viola).md,XvkjJBUota2S,617538191734723595478,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Fd9ZVb3FMniL,(Stras 2018),,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Alma beat'e bella (Viola),,,Alma beat'e bella (Viola),Alma beat'e bella (Viola).md,XvkjJBUota2S,617538191734723595478,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,,,,,,,
MusicComposition,Alma beat'e bella (Viola),,,Alma beat'e bella (Viola),Alma beat'e bella (Viola).md,XvkjJBUota2S,617538191734723595478,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7Y29ffZ8xr7v,Alfonso dalla Viola,,,,,,,,,,,,,,,,,
MusicComposition,Alma beat'e bella (Viola),,,Alma beat'e bella (Viola),Alma beat'e bella (Viola).md,XvkjJBUota2S,617538191734723595478,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f98iEviKik3n,Primo libro di Madrigali d'Alfonso dalla Viola,,,,,,,,,,,,,,,
MusicComposition,Alma beat'e bella (Viola),,,Alma beat'e bella (Viola),Alma beat'e bella (Viola).md,XvkjJBUota2S,617538191734723595478,instrumentation,,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Alma beat'e bella (Viola),,,Alma beat'e bella (Viola),Alma beat'e bella (Viola).md,XvkjJBUota2S,617538191734723595478,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/27cy82yr7S7z,Incipit assonance.,Alma beata e bella,,,,,,,,,,,
MusicComposition,Alma beat'e bella (Viola),,,Alma beat'e bella (Viola),Alma beat'e bella (Viola).md,XvkjJBUota2S,617538191734723595478,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Alma beat'e bella (Viola),,,Alma beat'e bella (Viola),Alma beat'e bella (Viola).md,XvkjJBUota2S,617538191734723595478,text,,,,,,,,,,,,,,,,"Alma beata e bella
Che a le quiete piume
Si, proprio mi mostraste il chiaro lume
Quando tornerà più si lieto il sonno
Che di voi mi conceda quel che tanti
Sospir tormenti e pianti
Interceder ne gratia un qua non ponno,
Deh se pietade mai pungergli il petto
Col sogno e con la mia benigna stella
Ritorna a me sovente
E si m’opprima l’aﬀannata mente
Che con quei grati et amorosi gesti
Sempre io stia seco e mai più non mi desti.",,,,,,,,,
MusicComposition,Alma beat'e bella (Viola),,,Alma beat'e bella (Viola),Alma beat'e bella (Viola).md,XvkjJBUota2S,617538191734723595478,language,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,,,,,,,
MusicComposition,Alma beat'e bella (Viola),,,Alma beat'e bella (Viola),Alma beat'e bella (Viola).md,XvkjJBUota2S,617538191734723595478,subject,,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Alma beat'e bella (Viola),,,Alma beat'e bella (Viola),Alma beat'e bella (Viola).md,XvkjJBUota2S,617538191734723595478,poetic_type,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,
MusicComposition,Alma beat'e bella (Viola),,,Alma beat'e bella (Viola),Alma beat'e bella (Viola).md,XvkjJBUota2S,617538191734723595478,depicts,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SXrVe27zaz8x,light beam,,
MusicComposition,Alma beat'e bella (Viola),,,Alma beat'e bella (Viola),Alma beat'e bella (Viola).md,XvkjJBUota2S,617538191734723595478,depicts,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ACTN7uuqiNiD,torment,,
MusicComposition,Alma beat'e bella (Viola),,,Alma beat'e bella (Viola),Alma beat'e bella (Viola).md,XvkjJBUota2S,617538191734723595478,depicts,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Suq86ApyHSzQ,weeping,,
MusicComposition,Alma beat'e bella (Viola),,,Alma beat'e bella (Viola),Alma beat'e bella (Viola).md,XvkjJBUota2S,617538191734723595478,metre,,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable
MusicComposition,Alma beat'e bella (Viola),,,Alma beat'e bella (Viola),Alma beat'e bella (Viola).md,XvkjJBUota2S,617538191734723595478,metre,,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable
